	;Ц
0x8c68	0xbfb9	;Q
0x8c69	0xbfba	;R
0x8c6a	0x9fae	;
0x8c6b	0xa366	;
0x8c6c	0xa1a6	;
0x8c6d	0xa367	;
0x8c6f	0xc881	;
0x8c70	0xc87d	;
0x8c71	0xc880	;
0x8c72	0xc87e	;
0x8c73	0xa4cf	;
0x8c75	0xca7c	;
0x8c76	0xcc54	;F
0x8c77	0xcc53	;E
0x8c78	0xab44	;ˤ
0x8c79	0x9660	;\
0x8c7a	0x965f	;[
0x8c7b	0xb244	;
0x8c7d	0xb575	;
0x8c80	0xb8cc	;
0x8c81	0xb8cb	;
0x8c82	0x9b4f	;I
0x8c84	0xbc81	;Y
0x8c85	0xbc82	;Z
0x8c86	0xbc80	;X
0x8c89	0x9d8f	;
0x8c8a	0x9d8e	;
0x8c8c	0x9fb0	;
0x8c8d	0x9faf	;
0x8c8f	0xc2d0	;
0x8c90	0xc5dc	;
0x8c91	0xc5da	;
0x8c92	0xc5db	;
0x8c93	0xa368	;
0x8c94	0xc883	;
0x8c95	0xc882	;
0x8c97	0xca80	;
0x8c98	0xca7e	;
0x8c99	0xca7d	;
0x8c9a	0xcc55	;G
0x8c9c	0xd199	;
0x8c9d	0x8fc8	;
0x8c9e	0x93d5	;s
0x8ca0	0x93d6	;t
0x8ca1	0x9661	;]
0x8ca2	0x9662	;^
0x8ca3	0xb246	;
0x8ca4	0xb245	;
0x8ca5	0xb576	;
0x8ca7	0x98cc	;h
0x8ca8	0x98ca	;f
0x8ca9	0x98c7	;c
0x8caa	0x98cb	;g
0x8cab	0x98c9	;e
0x8cac	0x98c8	;d
0x8caf	0x9b50	;J
0x8cb0	0xb8cf	;
0x8cb2	0x9d94	;
0x8cb3	0x9b52	;L
0x8cb4	0x9b57	;Q
0x8cb5	0xb8d1	;
0x8cb6	0x9b59	;S
0x8cb7	0x9b58	;R
0x8cb8	0x9b5b	;U
0x8cb9	0xb8d0	;
0x8cba	0xb8cd	;
0x8cbb	0x9b55	;O
0x8cbc	0x9b51	;K
0x8cbd	0x9b53	;M
0x8cbe	0xb8ce	;
0x8cbf	0x9b5a	;T
0x8cc0	0x9b56	;P
0x8cc1	0x9b54	;N
0x8cc2	0x9d96	;
0x8cc3	0x9d95	;
0x8cc4	0x9d93	;
0x8cc5	0x9d97	;
0x8cc7	0x9d91	;
0x8cc8	0x9d92	;
0x8cca	0x9d90	;
0x8ccc	0xbc83	;[
0x8ccf	0xbfbc	;T
0x8cd1	0x9fb2	;
0x8cd2	0x9fb3	;
0x8cd3	0x9fb1	;
0x8cd5	0xbfbb	;S
0x8cd7	0xbfbd	;U
0x8cd9	0xc2d3	;
0x8cda	0xc2d5	;
0x8cdc	0xa1af	;
0x8cdd	0xc2d6	;
0x8cde	0xa1a8	;
0x8cdf	0xc2d2	;
0x8ce0	0xa1a7	;
0x8ce1	0xa1b1	;
0x8ce2	0xa1ad	;
0x8ce3	0xa1ae	;
0x8ce4	0xa1aa	;
0x8ce5	0xc2d1	;
0x8ce6	0xa1a9	;
0x8ce7	0xc2d7	;
0x8ce8	0xc2d4	;
0x8cea	0xa1b0	;
0x8cec	0xa1ab	;
0x8ced	0xa1ac	;
0x8cee	0xc5de	;
0x8cf0	0xc5e0	;
0x8cf1	0xc5df	;
0x8cf3	0xc5e1	;
0x8cf4	0xa369	;
0x8cf5	0xc5dd	;
0x8cf8	0xa4d3	;
0x8cf9	0xc884	;
0x8cfa	0xa4d0	;
0x8cfb	0xa4d4	;
0x8cfc	0xa4d2	;
0x8cfd	0xa4d1	;
0x8cfe	0xca81	;
0x8d00	0xca84	;
0x8d02	0xca83	;
0x8d04	0xca82	;
0x8d05	0xa5c1	;
0x8d06	0xcc56	;H
0x8d07	0xcc57	;I
0x8d08	0xa6a2	;
0x8d09	0xcc58	;J
0x8d0a	0xa6a3	;
0x8d0d	0xa764	;ĺ
0x8d0f	0xa763	;Ĺ
0x8d10	0xcec0	;R
0x8d13	0xa7ac	;B
0x8d14	0xcec1	;S
0x8d15	0xcfab	;\
0x8d16	0xa7f3	;ū
0x8d17	0xa7f4	;Ŭ
0x8d19	0xd074	;E
0x8d1b	0xa88d	;B
0x8d64	0x8fc9	;
0x8d66	0x98ce	;j
0x8d67	0x98cd	;i
0x8d68	0xbc84	;\
0x8d69	0xbc85	;]
0x8d6b	0x9fb4	;
0x8d6c	0xc5e2	;
0x8d6d	0xa1b2	;
0x8d6e	0xc5e3	;
0x8d6f	0xc885	;
0x8d70	0x8fca	;
0x8d72	0xaf73	;в
0x8d73	0x93d8	;v
0x8d74	0x93d7	;u
0x8d76	0xb247	;
0x8d77	0x9663	;_
0x8d78	0xb248	;
0x8d79	0xb579	;
0x8d7b	0xb578	;
0x8d7d	0xb577	;
0x8d80	0xb8d3	;
0x8d81	0x9b5e	;X
0x8d84	0xb8d2	;
0x8d85	0x9b5d	;W
0x8d89	0xb8d4	;
0x8d8a	0x9b5c	;V
0x8d8c	0xbc87	;_
0x8d8d	0xbc8a	;b
0x8d8e	0xbc88	;`
0x8d8f	0xbc89	;a
0x8d90	0xbc8d	;e
0x8d91	0xbc86	;^
0x8d92	0xbc8e	;f
0x8d93	0xbc8b	;c
0x8d94	0xbc8c	;d
0x8d95	0x9fb6	;
0x8d96	0xbfbe	;V
0x8d99	0x9fb5	;
0x8d9b	0xc2db	;
0x8d9c	0xc2d9	;
0x8d9f	0xa1b3	;
0x8da0	0xc2d8	;
0x8da1	0xc2da	;
0x8da3	0xa1b4	;
0x8da5	0xc5e4	;
0x8da7	0xc5e5	;
0x8da8	0xa4d5	;
0x8daa	0xcc5a	;L
0x8dab	0xcc5c	;N
0x8dac	0xcc59	;K
0x8dad	0xcc5b	;M
0x8dae	0xcda4	;
0x8daf	0xcec2	;T
0x8db2	0xd180	;o
0x8db3	0x8fcb	;
0x8db4	0x93d9	;w
0x8db5	0xb249	;
0x8db6	0xb24b	;
0x8db7	0xb24a	;
0x8db9	0xb57c	;
0x8dba	0x98d0	;l
0x8dbc	0xb57a	;
0x8dbe	0x98cf	;k
0x8dbf	0xb57d	;
0x8dc1	0xb57e	;
0x8dc2	0xb57b	;
0x8dc5	0xb8e0	;
0x8dc6	0x9b66	;`
0x8dc7	0xb8d8	;
0x8dc8	0xb8de	;
0x8dcb	0x9b61	;[
0x8dcc	0x9b64	;^
0x8dcd	0xb8d7	;
0x8dce	0x9b5f	;Y
0x8dcf	0xb8db	;
0x8dd0	0xbc94	;l
0x8dd1	0x9b63	;]
0x8dd3	0xb8d6	;
0x8dd5	0xb8dc	;
0x8dd6	0xb8d9	;
0x8dd7	0xb8df	;
0x8dd8	0xb8d5	;
0x8dd9	0xb8dd	;
0x8dda	0x9b62	;\
0x8ddb	0x9b65	;_
0x8ddc	0xb8da	;
0x8ddd	0x9b60	;Z
0x8ddf	0x9d99	;
0x8de0	0xbc90	;h
0x8de1	0x9d98	;
0x8de2	0xbc97	;o
0x8de3	0xbc96	;n
0x8de4	0x9d9f	;
0x8de6	0x9da0	;
0x8de7	0xbc98	;p
0x8de8	0x9d9a	;
0x8de9	0xbc95	;m
0x8dea	0x9d9e	;
0x8deb	0xbc9a	;r
0x8dec	0xbc91	;i
0x8dee	0xbc93	;k
0x8def	0x9d9b	;
0x8df0	0xbc8f	;g
0x8df1	0xbc92	;j
0x8df2	0xbc99	;q
0x8df3	0x9d9c	;
0x8df4	0xbc9b	;s
0x8dfa	0x9d9d	;
0x8dfc	0x9fb7	;
0x8dfd	0xbfc3	;[
0x8dfe	0xbfc9	;a
0x8dff	0xbfc1	;Y
0x8e00	0xbfca	;b
0x8e02	0xbfc0	;X
0x8e03	0xbfc5	;]
0x8e04	0xbfcb	;c
0x8e05	0xbfc8	;`
0x8e06	0xbfc7	;_
0x8e07	0xbfc6	;^
0x8e09	0xbfbf	;W
0x8e0a	0xbfc4	;\
0x8e0d	0xbfc2	;Z
0x8e0f	0xa1b9	;
0x8e10	0xa1b6	;
0x8e11	0xc2e4	;
0x8e12	0xc2e9	;A
0x8e13	0xc2eb	;C
0x8e14	0xc2e8	;@
0x8e15	0xc2e1	;
0x8e16	0xc2e3	;
0x8e17	0xc2ed	;E
0x8e18	0xc2ea	;B
0x8e19	0xc2e5	;
0x8e1a	0xc2ee	;F
0x8e1b	0xc2e2	;
0x8e1c	0xc2ec	;D
0x8e1d	0xa1b7	;
0x8e1e	0xa1bd	;
0x8e1f	0xa1bb	;
0x8e20	0xc2dc	;
0x8e21	0xa1bc	;
0x8e22	0xa1b8	;
0x8e23	0xc2dd	;
0x8e24	0xc2df	;
0x8e25	0xc2de	;
0x8e26	0xc2e6	;
0x8e27	0xc2e7	;
0x8e29	0xa1ba	;
0x8e2b	0xa1b5	;
0x8e2e	0xc2e0	;
0x8e30	0xc5ef	;
0x8e31	0xa36b	;
0x8e33	0xc5e6	;
0x8e34	0xa36c	;
0x8e35	0xa36f	;
0x8e36	0xc5eb	;
0x8e38	0xc5e8	;
0x8e39	0xa36e	;
0x8e3c	0xc5ec	;
0x8e3d	0xc5ed	;
0x8e3e	0xc5e7	;
0x8e3f	0xc5f0	;
0x8e40	0xc5e9	;
0x8e41	0xc5ee	;
0x8e42	0xa36d	;
0x8e44	0xa36a	;
0x8e45	0xc5ea	;
0x8e47	0xc88b	;
0x8e48	0xa4d8	;
0x8e49	0xa4d6	;
0x8e4a	0xa4d9	;
0x8e4b	0xa4d7	;
0x8e4c	0xc88a	;
0x8e4d	0xc887	;
0x8e4e	0xc886	;
0x8e50	0xc889	;
0x8e53	0xc888	;
0x8e54	0xca92	;E
0x8e55	0xa5c7	;
0x8e56	0xca89	;
0x8e57	0xca88	;
0x8e59	0xa5c2	;
0x8e5a	0xca8e	;A
0x8e5b	0xca8d	;@
0x8e5c	0xca85	;
0x8e5d	0xca90	;C
0x8e5e	0xca8a	;
0x8e5f	0xa5c6	;
0x8e60	0xca87	;
0x8e61	0xca8f	;B
0x8e62	0xca86	;
0x8e63	0xa5c3	;
0x8e64	0xa5c5	;
0x8e65	0xca8b	;
0x8e66	0xa5c4	;
0x8e67	0xca8c	;
0x8e69	0xca91	;D
0x8e6a	0xcc60	;R
0x8e6c	0xa6a8	;
0x8e6d	0xcc5d	;O
0x8e6f	0xcc61	;S
0x8e72	0xa6a5	;
0x8e73	0xcc5f	;Q
0x8e74	0xa6aa	;
0x8e76	0xa6a7	;
0x8e78	0xcc5e	;P
0x8e7a	0xa6a9	;
0x8e7b	0xcc62	;T
0x8e7c	0xa6a4	;
0x8e81	0xa766	;ļ
0x8e82	0xa768	;ľ
0x8e84	0xcda7	;
0x8e85	0xa767	;Ľ
0x8e86	0xcda5	;
0x8e87	0xa6a6	;
0x8e88	0xcda6	;
0x8e89	0xa765	;Ļ
0x8e8a	0xa7ad	;C
0x8e8b	0xa7af	;E
0x8e8c	0xcec4	;V
0x8e8d	0xa7ae	;D
0x8e8e	0xcec3	;U
0x8e90	0xcfb0	;a
0x8e91	0xa7f5	;ŭ
0x8e92	0xcfaf	;`
0x8e93	0xa7f6	;Ů
0x8e94	0xcfad	;^
0x8e95	0xcfac	;]
0x8e96	0xcfb1	;b
0x8e97	0xcfb2	;c
0x8e98	0xd075	;F
0x8e9a	0xcfae	;_
0x8e9d	0xd0d4	;
0x8e9e	0xd0d1	;
0x8e9f	0xd0d2	;
0x8ea0	0xd0d3	;
0x8ea1	0xa8a7	;\
0x8ea3	0xd161	;Q
0x8ea4	0xd160	;P
0x8ea5	0xd15f	;O
0x8ea6	0xd181	;p
0x8ea8	0xd1ad	;
0x8ea9	0xd19a	;
0x8eaa	0xa8b9	;n
0x8eab	0x8fcc	;
0x8eac	0x9664	;`
0x8eb2	0x9da1	;
0x8eba	0xa1be	;
0x8ebd	0xc5f1	;
0x8ec0	0xa5c8	;
0x8ec2	0xcc63	;U
0x8ec9	0xd19b	;
0x8eca	0x8fcd	;
0x8ecb	0x91cf	;
0x8ecc	0x93db	;y
0x8ecd	0x93da	;x
0x8ecf	0x9667	;c
0x8ed1	0xb24c	;
0x8ed2	0x9665	;a
0x8ed3	0xb24d	;
0x8ed4	0x9666	;b
0x8ed7	0xb584	;
0x8ed8	0xb580	;
0x8edb	0x98d1	;m
0x8edc	0xb583	;
0x8edd	0xb582	;
0x8ede	0xb581	;
0x8edf	0x98d2	;n
0x8ee0	0xb585	;
0x8ee1	0xb586	;
0x8ee5	0xb8e7	;C
0x8ee6	0xb8e5	;A
0x8ee7	0xb8e9	;E
0x8ee8	0xb8ea	;F
0x8ee9	0xb8f0	;L
0x8eeb	0xb8ec	;H
0x8eec	0xb8ee	;J
0x8eee	0xb8e6	;B
0x8eef	0xb8e1	;
0x8ef1	0xb8ed	;I
0x8ef4	0xb8ef	;K
0x8ef5	0xb8e8	;D
0x8ef6	0xb8eb	;G
0x8ef7	0xb8e2	;
0x8ef8	0x9b68	;b
0x8ef9	0xb8e4	;@
0x8efa	0xb8e3	;
0x8efb	0x9b67	;a
0x8efc	0x9b69	;c
0x8efe	0x9da4	;
0x8eff	0xbc9d	;u
0x8f00	0xbc9f	;w
0x8f01	0xbc9e	;v
0x8f02	0xbca3	;{
0x8f03	0x9da2	;
0x8f05	0xbca0	;x
0x8f06	0xbc9c	;t
0x8f07	0xbca1	;y
0x8f08	0xbca2	;z
0x8f09	0x9da3	;
0x8f0a	0x9da5	;
0x8f0b	0xbca4	;|
0x8f0d	0xbfcf	;g
0x8f0e	0xbfce	;f
0x8f10	0xbfcc	;d
0x8f11	0xbfcd	;e
0x8f12	0x9fb9	;
0x8f13	0x9fbb	;
0x8f14	0x9fb8	;
0x8f15	0x9fba	;
0x8f16	0xc2f5	;M
0x8f17	0xc2f6	;N
0x8f18	0xc2f1	;I
0x8f1a	0xc2f2	;J
0x8f1b	0xa1c0	;
0x8f1c	0xa1c5	;
0x8f1d	0xa1bf	;
0x8f1e	0xa1c6	;
0x8f1f	0xa1c1	;
0x8f20	0xc2f3	;K
0x8f23	0xc2f4	;L
0x8f24	0xc2f0	;H
0x8f25	0xa1c7	;@
0x8f26	0xa1c3	;
0x8f29	0xa1c2	;
0x8f2a	0xa1c4	;
0x8f2c	0xc2ef	;G
0x8f2e	0xc5f3	;
0x8f2f	0xa371	;
0x8f32	0xc5f5	;
0x8f33	0xa373	;
0x8f34	0xc5f8	;
0x8f35	0xc5f4	;
0x8f36	0xc5f2	;
0x8f37	0xc5f7	;
0x8f38	0xa372	;
0x8f39	0xc5f6	;
0x8f3b	0xa370	;
0x8f3e	0xa4db	;
0x8f3f	0xa4de	;
0x8f40	0xc88d	;
0x8f42	0xa4dc	;
0x8f43	0xc88c	;
0x8f44	0xa4da	;
0x8f45	0xa4dd	;
0x8f46	0xca93	;F
0x8f47	0xca94	;G
0x8f48	0xca95	;H
0x8f49	0xa5c9	;
0x8f4b	0xca96	;I
0x8f4d	0xa5ca	;
0x8f4e	0xa6ac	;
0x8f4f	0xcc66	;X
0x8f50	0xcc67	;Y
0x8f51	0xcc65	;W
0x8f52	0xcc64	;V
0x8f53	0xcc68	;Z
0x8f54	0xa6ab	;
0x8f55	0xcdab	;
0x8f56	0xcda9	;
0x8f57	0xcdaa	;
0x8f58	0xcdac	;
0x8f59	0xcda8	;
0x8f5a	0xcdad	;
0x8f5b	0xcec6	;X
0x8f5d	0xcec7	;Y
0x8f5e	0xcec5	;W
0x8f5f	0xa7b0	;F
0x8f60	0xcfb3	;d
0x8f61	0xa7f7	;ů
0x8f62	0xcfb4	;e
0x8f63	0xd077	;H
0x8f64	0xd076	;G
0x8f9b	0x8fce	;
0x8f9c	0x9b6a	;d
0x8f9f	0x9da6	;@
0x8fa3	0x9fbc	;
0x8fa6	0xa375	;
0x8fa8	0xa374	;
0x8fad	0xa6ad	;
0x8fae	0xa748	;|
0x8faf	0xa7b1	;G
0x8fb0	0x8fcf	;
0x8fb1	0x9668	;d
0x8fb2	0x9da7	;A
0x8fb4	0xcc69	;[
0x8fb5	0x87e1	;?x
0x8fbf	0xab46	;˦
0x8fc2	0x8fd0	;
0x8fc4	0x8fd3	;
0x8fc5	0x8fd2	;
0x8fc6	0x8fd1	;
0x8fc9	0xab45	;˥
0x8fcb	0xacec	;
0x8fcd	0xacee	;
0x8fce	0x91d0	;
0x8fd1	0x91d2	;
0x8fd2	0xaceb	;
0x8fd3	0xaced	;
0x8fd4	0x91d1	;
0x8fd5	0xacf0	;
0x8fd6	0xacef	;
0x8fd7	0xacf1	;
0x8fe0	0xaf77	;ж
0x8fe1	0xaf75	;д
0x8fe2	0x93de	;|
0x8fe3	0xaf74	;г
0x8fe4	0x93e3	;
0x8fe5	0x93e0	;~
0x8fe6	0x93dd	;{
0x8fe8	0x93e4	;
0x8fea	0x93df	;}
0x8feb	0x93e2	;
0x8fed	0x93e1	;
0x8fee	0xaf76	;е
0x8ff0	0x93dc	;z
0x8ff4	0x966e	;j
0x8ff5	0xb24f	;
0x8ff6	0xb255	;
0x8ff7	0x966b	;g
0x8ff8	0x9672	;n
0x8ffa	0x966d	;i
0x8ffb	0xb252	;
0x8ffc	0xb254	;
0x8ffd	0x9670	;l
0x8ffe	0xb24e	;
0x8fff	0xb251	;
0x9000	0x966c	;h
0x9001	0x9669	;e
0x9002	0xb250	;
0x9003	0x966f	;k
0x9004	0xb253	;
0x9005	0x9671	;m
0x9006	0x966a	;f
0x900b	0xb588	;
0x900c	0xb58b	;
0x900d	0x98d4	;p
0x900f	0x98de	;z
0x9010	0x98da	;v
0x9011	0xb589	;
0x9014	0x98e2	;~
0x9015	0x98db	;w
0x9016	0x98e0	;|
0x9017	0x98d6	;r
0x9019	0x98d3	;o
0x901a	0x98d5	;q
0x901b	0x98e1	;}
0x901c	0xb58a	;
0x901d	0x98d9	;u
0x901e	0x98dc	;x
0x901f	0x98d8	;t
0x9020	0x98dd	;y
0x9021	0xb58c	;
0x9022	0x98df	;{
0x9023	0x98d7	;s
0x9024	0xb587	;
0x902d	0xb8f1	;M
0x902e	0x9b6b	;e
0x902f	0xb8f3	;O
0x9031	0x9b6d	;g
0x9032	0x9b6f	;i
0x9034	0xb8f2	;N
0x9035	0x9b6c	;f
0x9036	0x9b70	;j
0x9038	0x9b6e	;h
0x903c	0x9dad	;G
0x903d	0xbca9	;
0x903e	0x9db5	;O
0x903f	0xbca6	;~
0x9041	0x9db6	;P
0x9042	0x9dab	;E
0x9044	0xbca7	;
0x9047	0x9db0	;J
0x9049	0xbca8	;
0x904a	0x9da9	;C
0x904b	0x9da8	;B
0x904d	0x9db3	;M
0x904e	0x9db2	;L
0x904f	0x9db1	;K
0x9050	0x9daf	;I
0x9051	0x9db4	;N
0x9052	0xbca5	;}
0x9053	0x9daa	;D
0x9054	0x9dac	;F
0x9055	0x9dae	;H
0x9058	0x9fbe	;
0x9059	0x9fc1	;
0x905b	0x9fc5	;
0x905c	0x9fbf	;
0x905d	0x9fc4	;
0x905e	0x9fc2	;
0x9060	0x9fbd	;
0x9062	0x9fc3	;
0x9063	0x9fc0	;
0x9067	0xc2fa	;R
0x9068	0xa1ca	;C
0x9069	0xa1c8	;A
0x906b	0xc2fb	;S
0x906d	0xa1cb	;D
0x906e	0xa1c9	;B
0x906f	0xc2f9	;Q
0x9070	0xc2f8	;P
0x9072	0xa379	;
0x9073	0xc2f7	;O
0x9074	0xa377	;
0x9075	0xa376	;
0x9076	0xc5f9	;
0x9077	0xa1cc	;E
0x9078	0xa378	;
0x9079	0xc5fa	;
0x907a	0xa37b	;
0x907b	0xc5fb	;
0x907c	0xa37a	;
0x907d	0xa4e0	;
0x907e	0xc88f	;
0x907f	0xa4df	;
0x9080	0xa4e4	;
0x9081	0xa4e2	;
0x9082	0xa4e3	;
0x9083	0xa5cc	;
0x9084	0xa4e1	;
0x9085	0xc88e	;
0x9086	0xc5fc	;
0x9087	0xa5cb	;
0x9088	0xa5cd	;
0x908a	0xa6ae	;
0x908b	0xa6af	;
0x908d	0xcdae	;
0x908f	0xa869	;
0x9090	0xa868	;
0x9091	0x8fd5	;
0x9094	0xa9f3	;U
0x9095	0x9673	;o
0x9097	0xa9f0	;R
0x9098	0xa9f1	;S
0x9099	0xa9ef	;Q
0x909b	0xa9f2	;T
0x909e	0xab4a	;˪
0x909f	0xab47	;˧
0x90a0	0xab4c	;ˬ
0x90a1	0xab48	;˨
0x90a2	0x8fd6	;
0x90a3	0x8fd9	;
0x90a5	0xab49	;˩
0x90a6	0x8fd8	;
0x90a7	0xab4b	;˫
0x90aa	0x8fd7	;
0x90af	0xacf4	;
0x90b0	0xacf6	;
0x90b1	0x91d5	;
0x90b2	0xacf2	;
0x90b3	0xacf5	;
0x90b4	0xacf3	;
0x90b5	0x91d3	;
0x90b6	0x91d6	;
0x90b8	0x91d4	;
0x90bd	0xaf79	;и
0x90be	0xaf7d	;м
0x90bf	0xaf7a	;й
0x90c1	0x93e7	;
0x90c3	0x93e8	;
0x90c5	0xaf7c	;л
0x90c7	0xaf7e	;н
0x90c8	0xaf81	;п
0x90ca	0x93e5	;
0x90cb	0xaf80	;о
0x90ce	0x93e6	;
0x90d4	0xb593	;
0x90d5	0xaf7b	;к
0x90d6	0xb256	;
0x90d7	0xb25f	;
0x90d8	0xb25d	;
0x90d9	0xb258	;
0x90da	0xb259	;
0x90db	0xb25e	;
0x90dc	0xb260	;
0x90dd	0x9675	;q
0x90df	0xb25b	;
0x90e0	0xb257	;
0x90e1	0x9674	;p
0x90e2	0x9676	;r
0x90e3	0xb25a	;
0x90e4	0xb261	;
0x90e5	0xb25c	;
0x90e8	0x98e3	;
0x90e9	0xb596	;
0x90ea	0xb58e	;
0x90eb	0xb594	;
0x90ec	0xb595	;
0x90ed	0x98e4	;
0x90ef	0xb58d	;
0x90f0	0xb58f	;
0x90f1	0xaf78	;з
0x90f2	0xb591	;
0x90f3	0xb592	;
0x90f4	0xb590	;
0x90f5	0x9b72	;l
0x90f9	0xb8fa	;V
0x90fa	0xc640	;
0x90fb	0xb8fb	;W
0x90fc	0xb8f8	;T
0x90fd	0x98e5	;
0x90fe	0x9b74	;n
0x90ff	0xb8f7	;S
0x9100	0xb940	;Y
0x9101	0xb8fc	;X
0x9102	0x9b71	;k
0x9103	0xb943	;\
0x9104	0xb8f6	;R
0x9105	0xb942	;[
0x9106	0xb8f4	;P
0x9107	0xb941	;Z
0x9108	0xb8f9	;U
0x9109	0x9b73	;m
0x910b	0xbcb0	;
0x910d	0xbcab	;
0x910e	0xbcb1	;
0x910f	0xbcac	;
0x9110	0xbcaa	;
0x9111	0xbcad	;
0x9112	0x9db7	;Q
0x9114	0xbcaf	;
0x9116	0xbcae	;
0x9117	0x9db8	;R
0x9118	0x9fc7	;
0x9119	0x9fc6	;
0x911a	0xbfd6	;n
0x911b	0xbfd9	;q
0x911c	0xbfd1	;i
0x911d	0xbfd5	;m
0x911e	0x9fc8	;
0x911f	0xbfd4	;l
0x9120	0xbfd2	;j
0x9121	0xbfd8	;p
0x9122	0xbfd3	;k
0x9123	0xbfd0	;h
0x9124	0xbfd7	;o
0x9126	0xc344	;Y
0x9127	0xa1cf	;H
0x9128	0xca97	;J
0x9129	0xc341	;V
0x912a	0xc342	;W
0x912b	0xc340	;U
0x912c	0xb8f5	;Q
0x912d	0xa1ce	;G
0x912e	0xc345	;Z
0x912f	0xc2fc	;T
0x9130	0xa1cd	;F
0x9131	0xa1d0	;I
0x9132	0xc343	;X
0x9133	0xc641	;
0x9134	0xa37c	;
0x9135	0xc642	;
0x9136	0xc643	;
0x9138	0xc890	;
0x9139	0xa4e5	;
0x913a	0xca98	;K
0x913b	0xca99	;L
0x913e	0xca9a	;M
0x913f	0xcc6b	;]
0x9140	0xcc6a	;\
0x9141	0xcdb0	;
0x9143	0xcdaf	;
0x9144	0xcec9	;[
0x9145	0xceca	;\
0x9146	0xcec8	;Z
0x9147	0xcfb5	;f
0x9148	0xa7f8	;Ű
0x9149	0x8fda	;
0x914a	0x93ea	;
0x914b	0x93e9	;
0x914c	0x9679	;u
0x914d	0x9678	;t
0x914e	0xb263	;@
0x914f	0xb264	;A
0x9150	0xb262	;
0x9152	0x9677	;s
0x9153	0xb59a	;
0x9155	0xb59b	;
0x9156	0xb597	;
0x9157	0x98e6	;
0x9158	0xb598	;
0x915a	0xb599	;
0x915f	0xb946	;_
0x9160	0xb948	;a
0x9161	0xb944	;]
0x9162	0xb947	;`
0x9163	0x9b75	;o
0x9164	0xb945	;^
0x9165	0x9b76	;p
0x9168	0xb9f8	;s
0x9169	0x9dbb	;U
0x916a	0x9dba	;T
0x916c	0x9db9	;S
0x916e	0xbcb2	;
0x916f	0xbcb3	;
0x9172	0xbfdb	;s
0x9173	0xbfdd	;u
0x9174	0x9fcc	;
0x9175	0x9fc9	;
0x9177	0x9fcb	;
0x9178	0x9fca	;
0x9179	0xbfdc	;t
0x917a	0xbfda	;r
0x9180	0xc34c	;a
0x9181	0xc349	;^
0x9182	0xc34a	;_
0x9183	0xa1d4	;M
0x9184	0xc34b	;`
0x9185	0xc346	;[
0x9186	0xc347	;\
0x9187	0xa1d1	;J
0x9189	0xa1d2	;K
0x918a	0xc348	;]
0x918b	0xa1d3	;L
0x918d	0xc647	;
0x918f	0xc648	;
0x9190	0xc645	;
0x9191	0xc646	;
0x9192	0xa37d	;
0x9193	0xc644	;
0x9199	0xc894	;
0x919a	0xc891	;
0x919b	0xc893	;
0x919c	0xa4e8	;
0x919d	0xc897	;
0x919e	0xa4e7	;
0x919f	0xc895	;
0x91a0	0xc898	;
0x91a1	0xc896	;
0x91a2	0xc892	;
0x91a3	0xa4e6	;
0x91a5	0xca9c	;O
0x91a7	0xca9d	;P
0x91a8	0xca9b	;N
0x91aa	0xca9f	;R
0x91ab	0xa5ce	;
0x91ac	0xa5cf	;
0x91ad	0xcc6d	;_
0x91ae	0xa6b1	;
0x91af	0xca9e	;Q
0x91b0	0xcc6c	;^
0x91b1	0xa6b0	;
0x91b2	0xcdb3	;
0x91b3	0xcdb4	;
0x91b4	0xa769	;Ŀ
0x91b5	0xcdb2	;
0x91b7	0xcdb1	;
0x91b9	0xcecb	;]
0x91ba	0xa7b2	;H
0x91bc	0xd078	;I
0x91bd	0xd0d6	;
0x91be	0xd0d5	;
0x91c0	0xa88e	;C
0x91c1	0xa8a8	;]
0x91c2	0xd0d7	;
0x91c3	0xd182	;q
0x91c5	0xa8ba	;o
0x91c6	0x8fdb	;
0x91c7	0x91d7	;
0x91c9	0x9dbc	;V
0x91cb	0xa76a	;
0x91cc	0x8fdc	;
0x91cd	0x93eb	;
0x91ce	0x98e7	;
0x91cf	0x9b77	;q
0x91d0	0xa5d0	;
0x91d1	0x91d8	;
0x91d3	0xaf83	;
0x91d4	0xaf82	;
0x91d5	0xb265	;B
0x91d7	0x967c	;x
0x91d8	0x967a	;v
0x91d9	0x967e	;z
0x91da	0xb267	;D
0x91dc	0x967d	;y
0x91dd	0x967b	;w
0x91e2	0xb266	;C
0x91e3	0x98ea	;
0x91e4	0xb5a1	;
0x91e6	0x98e9	;
0x91e7	0x98eb	;
0x91e8	0xb5a6	;B
0x91e9	0x98ed	;
0x91ea	0xb5a3	;
0x91eb	0xb5a4	;@
0x91ec	0xb59c	;
0x91ed	0x98ec	;
0x91ee	0xb5a7	;C
0x91f1	0xb59e	;
0x91f3	0xb59f	;
0x91f4	0xb59d	;
0x91f5	0x98e8	;
0x91f7	0xb5a5	;A
0x91f8	0xb5a0	;
0x91f9	0xb5a2	;
0x91fd	0xb954	;m
0x91ff	0xb953	;l
0x9200	0xb951	;j
0x9201	0xb949	;b
0x9202	0xb958	;q
0x9203	0xb94c	;e
0x9204	0xb956	;o
0x9205	0xb95d	;v
0x9206	0xb955	;n
0x9207	0x9b80	;y
0x9209	0x9b7b	;u
0x920a	0xb94a	;c
0x920c	0xb950	;i
