3B 0x0300 0x0001 0x8100    ; CJK Ideograph
0x75F7 0x0300 0x0001 0x8100    ; CJK Ideograph
0x75F8 0x0300 0x0001 0x8100    ; CJK Ideograph
0x75F9 0x0300 0x0001 0x8100    ; CJK Ideograph
0x75FA 0x0300 0x0001 0x8100    ; CJK Ideograph
0x75FB 0x0300 0x0001 0x8100    ; CJK Ideograph
0x75FC 0x0300 0x0001 0x8100    ; CJK Ideograph
0x75FD 0x0300 0x0001 0x8100    ; CJK Ideograph
0x75FE 0x0300 0x0001 0x8100    ; CJK Ideograph
0x75FF 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7600 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7601 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7602 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7603 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7604 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7605 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7606 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7607 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7608 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7609 0x0300 0x0001 0x8100    ; CJK Ideograph
0x760A 0x0300 0x0001 0x8100    ; CJK Ideograph
0x760B 0x0300 0x0001 0x8100    ; CJK Ideograph
0x760C 0x0300 0x0001 0x8100    ; CJK Ideograph
0x760D 0x0300 0x0001 0x8100    ; CJK Ideograph
0x760E 0x0300 0x0001 0x8100    ; CJK Ideograph
0x760F 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7610 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7611 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7612 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7613 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7614 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7615 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7616 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7617 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7618 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7619 0x0300 0x0001 0x8100    ; CJK Ideograph
0x761A 0x0300 0x0001 0x8100    ; CJK Ideograph
0x761B 0x0300 0x0001 0x8100    ; CJK Ideograph
0x761C 0x0300 0x0001 0x8100    ; CJK Ideograph
0x761D 0x0300 0x0001 0x8100    ; CJK Ideograph
0x761E 0x0300 0x0001 0x8100    ; CJK Ideograph
0x761F 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7620 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7621 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7622 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7623 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7624 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7625 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7626 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7627 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7628 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7629 0x0300 0x0001 0x8100    ; CJK Ideograph
0x762A 0x0300 0x0001 0x8100    ; CJK Ideograph
0x762B 0x0300 0x0001 0x8100    ; CJK Ideograph
0x762C 0x0300 0x0001 0x8100    ; CJK Ideograph
0x762D 0x0300 0x0001 0x8100    ; CJK Ideograph
0x762E 0x0300 0x0001 0x8100    ; CJK Ideograph
0x762F 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7630 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7631 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7632 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7633 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7634 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7635 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7636 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7637 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7638 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7639 0x0300 0x0001 0x8100    ; CJK Ideograph
0x763A 0x0300 0x0001 0x8100    ; CJK Ideograph
0x763B 0x0300 0x0001 0x8100    ; CJK Ideograph
0x763C 0x0300 0x0001 0x8100    ; CJK Ideograph
0x763D 0x0300 0x0001 0x8100    ; CJK Ideograph
0x763E 0x0300 0x0001 0x8100    ; CJK Ideograph
0x763F 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7640 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7641 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7642 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7643 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7644 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7645 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7646 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7647 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7648 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7649 0x0300 0x0001 0x8100    ; CJK Ideograph
0x764A 0x0300 0x0001 0x8100    ; CJK Ideograph
0x764B 0x0300 0x0001 0x8100    ; CJK Ideograph
0x764C 0x0300 0x0001 0x8100    ; CJK Ideograph
0x764D 0x0300 0x0001 0x8100    ; CJK Ideograph
0x764E 0x0300 0x0001 0x8100    ; CJK Ideograph
0x764F 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7650 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7651 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7652 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7653 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7654 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7655 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7656 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7657 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7658 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7659 0x0300 0x0001 0x8100    ; CJK Ideograph
0x765A 0x0300 0x0001 0x8100    ; CJK Ideograph
0x765B 0x0300 0x0001 0x8100    ; CJK Ideograph
0x765C 0x0300 0x0001 0x8100    ; CJK Ideograph
0x765D 0x0300 0x0001 0x8100    ; CJK Ideograph
0x765E 0x0300 0x0001 0x8100    ; CJK Ideograph
0x765F 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7660 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7661 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7662 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7663 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7664 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7665 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7666 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7667 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7668 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7669 0x0300 0x0001 0x8100    ; CJK Ideograph
0x766A 0x0300 0x0001 0x8100    ; CJK Ideograph
0x766B 0x0300 0x0001 0x8100    ; CJK Ideograph
0x766C 0x0300 0x0001 0x8100    ; CJK Ideograph
0x766D 0x0300 0x0001 0x8100    ; CJK Ideograph
0x766E 0x0300 0x0001 0x8100    ; CJK Ideograph
0x766F 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7670 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7671 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7672 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7673 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7674 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7675 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7676 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7677 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7678 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7679 0x0300 0x0001 0x8100    ; CJK Ideograph
0x767A 0x0300 0x0001 0x8100    ; CJK Ideograph
0x767B 0x0300 0x0001 0x8100    ; CJK Ideograph
0x767C 0x0300 0x0001 0x8100    ; CJK Ideograph
0x767D 0x0300 0x0001 0x8100    ; CJK Ideograph
0x767E 0x0300 0x0001 0x8100    ; CJK Ideograph
0x767F 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7680 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7681 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7682 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7683 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7684 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7685 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7686 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7687 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7688 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7689 0x0300 0x0001 0x8100    ; CJK Ideograph
0x768A 0x0300 0x0001 0x8100    ; CJK Ideograph
0x768B 0x0300 0x0001 0x8100    ; CJK Ideograph
0x768C 0x0300 0x0001 0x8100    ; CJK Ideograph
0x768D 0x0300 0x0001 0x8100    ; CJK Ideograph
0x768E 0x0300 0x0001 0x8100    ; CJK Ideograph
0x768F 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7690 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7691 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7692 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7693 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7694 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7695 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7696 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7697 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7698 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7699 0x0300 0x0001 0x8100    ; CJK Ideograph
0x769A 0x0300 0x0001 0x8100    ; CJK Ideograph
0x769B 0x0300 0x0001 0x8100    ; CJK Ideograph
0x769C 0x0300 0x0001 0x8100    ; CJK Ideograph
0x769D 0x0300 0x0001 0x8100    ; CJK Ideograph
0x769E 0x0300 0x0001 0x8100    ; CJK Ideograph
0x769F 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76A0 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76A1 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76A2 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76A3 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76A4 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76A5 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76A6 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76A7 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76A8 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76A9 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76AA 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76AB 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76AC 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76AD 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76AE 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76AF 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76B0 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76B1 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76B2 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76B3 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76B4 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76B5 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76B6 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76B7 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76B8 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76B9 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76BA 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76BB 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76BC 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76BD 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76BE 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76BF 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76C0 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76C1 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76C2 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76C3 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76C4 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76C5 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76C6 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76C7 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76C8 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76C9 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76CA 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76CB 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76CC 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76CD 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76CE 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76CF 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76D0 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76D1 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76D2 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76D3 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76D4 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76D5 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76D6 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76D7 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76D8 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76D9 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76DA 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76DB 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76DC 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76DD 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76DE 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76DF 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76E0 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76E1 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76E2 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76E3 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76E4 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76E5 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76E6 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76E7 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76E8 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76E9 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76EA 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76EB 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76EC 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76ED 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76EE 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76EF 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76F0 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76F1 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76F2 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76F3 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76F4 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76F5 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76F6 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76F7 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76F8 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76F9 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76FA 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76FB 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76FC 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76FD 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76FE 0x0300 0x0001 0x8100    ; CJK Ideograph
0x76FF 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7700 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7701 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7702 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7703 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7704 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7705 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7706 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7707 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7708 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7709 0x0300 0x0001 0x8100    ; CJK Ideograph
0x770A 0x0300 0x0001 0x8100    ; CJK Ideograph
0x770B 0x0300 0x0001 0x8100    ; CJK Ideograph
0x770C 0x0300 0x0001 0x8100    ; CJK Ideograph
0x770D 0x0300 0x0001 0x8100    ; CJK Ideograph
0x770E 0x0300 0x0001 0x8100    ; CJK Ideograph
0x770F 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7710 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7711 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7712 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7713 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7714 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7715 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7716 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7717 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7718 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7719 0x0300 0x0001 0x8100    ; CJK Ideograph
0x771A 0x0300 0x0001 0x8100    ; CJK Ideograph
0x771B 0x0300 0x0001 0x8100    ; CJK Ideograph
0x771C 0x0300 0x0001 0x8100    ; CJK Ideograph
0x771D 0x0300 0x0001 0x8100    ; CJK Ideograph
0x771E 0x0300 0x0001 0x8100    ; CJK Ideograph
0x771F 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7720 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7721 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7722 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7723 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7724 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7725 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7726 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7727 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7728 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7729 0x0300 0x0001 0x8100    ; CJK Ideograph
0x772A 0x0300 0x0001 0x8100    ; CJK Ideograph
0x772B 0x0300 0x0001 0x8100    ; CJK Ideograph
0x772C 0x0300 0x0001 0x8100    ; CJK Ideograph
0x772D 0x0300 0x0001 0x8100    ; CJK Ideograph
0x772E 0x0300 0x0001 0x8100    ; CJK Ideograph
0x772F 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7730 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7731 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7732 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7733 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7734 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7735 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7736 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7737 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7738 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7739 0x0300 0x0001 0x8100    ; CJK Ideograph
0x773A 0x0300 0x0001 0x8100    ; CJK Ideograph
0x773B 0x0300 0x0001 0x8100    ; CJK Ideograph
0x773C 0x0300 0x0001 0x8100    ; CJK Ideograph
0x773D 0x0300 0x0001 0x8100    ; CJK Ideograph
0x773E 0x0300 0x0001 0x8100    ; CJK Ideograph
0x773F 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7740 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7741 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7742 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7743 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7744 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7745 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7746 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7747 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7748 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7749 0x0300 0x0001 0x8100    ; CJK Ideograph
0x774A 0x0300 0x0001 0x8100    ; CJK Ideograph
0x774B 0x0300 0x0001 0x8100    ; CJK Ideograph
0x774C 0x0300 0x0001 0x8100    ; CJK Ideograph
0x774D 0x0300 0x0001 0x8100    ; CJK Ideograph
0x774E 0x0300 0x0001 0x8100    ; CJK Ideograph
0x774F 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7750 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7751 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7752 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7753 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7754 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7755 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7756 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7757 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7758 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7759 0x0300 0x0001 0x8100    ; CJK Ideograph
0x775A 0x0300 0x0001 0x8100    ; CJK Ideograph
0x775B 0x0300 0x0001 0x8100    ; CJK Ideograph
0x775C 0x0300 0x0001 0x8100    ; CJK Ideograph
0x775D 0x0300 0x0001 0x8100    ; CJK Ideograph
0x775E 0x0300 0x0001 0x8100    ; CJK Ideograph
0x775F 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7760 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7761 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7762 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7763 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7764 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7765 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7766 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7767 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7768 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7769 0x0300 0x0001 0x8100    ; CJK Ideograph
0x776A 0x0300 0x0001 0x8100    ; CJK Ideograph
0x776B 0x0300 0x0001 0x8100    ; CJK Ideograph
0x776C 0x0300 0x0001 0x8100    ; CJK Ideograph
0x776D 0x0300 0x0001 0x8100    ; CJK Ideograph
0x776E 0x0300 0x0001 0x8100    ; CJK Ideograph
0x776F 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7770 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7771 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7772 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7773 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7774 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7775 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7776 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7777 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7778 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7779 0x0300 0x0001 0x8100    ; CJK Ideograph
0x777A 0x0300 0x0001 0x8100    ; CJK Ideograph
0x777B 0x0300 0x0001 0x8100    ; CJK Ideograph
0x777C 0x0300 0x0001 0x8100    ; CJK Ideograph
0x777D 0x0300 0x0001 0x8100    ; CJK Ideograph
0x777E 0x0300 0x0001 0x8100    ; CJK Ideograph
0x777F 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7780 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7781 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7782 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7783 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7784 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7785 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7786 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7787 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7788 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7789 0x0300 0x0001 0x8100    ; CJK Ideograph
0x778A 0x0300 0x0001 0x8100    ; CJK Ideograph
0x778B 0x0300 0x0001 0x8100    ; CJK Ideograph
0x778C 0x0300 0x0001 0x8100    ; CJK Ideograph
0x778D 0x0300 0x0001 0x8100    ; CJK Ideograph
0x778E 0x0300 0x0001 0x8100    ; CJK Ideograph
0x778F 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7790 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7791 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7792 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7793 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7794 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7795 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7796 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7797 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7798 0x0300 0x0001 0x8100    ; CJK Ideograph
0x7799 0x0300 0x0001 0x8100    ; CJK Ideograph
0x779A 0x0300 0x0001 0x8100    ; CJK Ideograph
0x779B 0x0300 0x0001 0x8100    ; CJK Ideograph
0x779C 0x0300 0x0001 0x8100    ; CJK Ideograph
0x779D 0x0300 0x0001 0x8100    ; CJK Ideograph
0x779E 0x0300 0x0001 0x8100    ; CJK Ideograph
0x779F 0x0300 0x0001 0x8100    ; CJK Ideograph
0x77A0 0x0300 0x0001 0x8100    ; CJK Ideograph
0x77A1 0x0300 0x0001 0x8100    ; CJK Ideograph
0x77A2 0x0300 0x0001 0x8100    ; CJK Ideograph
0x77A3 0x0300 0x0001 0x8100    ; CJK Ideograph
0x77A4 0x0300 0x0001 0x8100    ; CJK Ideograph
0x77A5 0x0300 0x0001 0x8100    ; CJK Ideograph
0x77A6 0x0300 0x0001 0x8100    ; CJK Ideograph
0x77A7 0x0300 0x0001 0x8100    ; CJK Ideograph
0x77A8 0x0300 0x0001 0x8100    ; CJK Ideograph
0x77A9 0x0300 0x0001 0x8100    ; CJK Ideograph
0x77AA 0x0300 0x0001 0x8100    ; CJK Ideograph
0x77AB 0x0300 0x0001 0x8100    ; CJK Ideograph
0x77AC 0x0300 0x0001 0x8100    ; CJK Ideograph
0x77AD 0x0300 0x0001 0x8100    ; CJK Ideograph
0x77AE 0x0300 0x0001 0x8100    ; CJK Ideograph
0x77AF 0x0300 0x0001 0x8100    ; CJK Ideograph
0x77B0 0x0300 0x0001 0x8100    ; CJK Ideograph
0x77B1 0x0300 0x0001 0x8100    ; CJK Ideograph
0x77B2 0x0300 0x0001 0x8100    ; CJK Ideograph
0x77B3 0x0300 0x0001 0x8100    ; CJK Ideograph
0x77B4 0x0300 0x0001 0x8100    ; CJK Ideograph
