0x587b	;
0xf834	0xe2f6	;
0xf835	0xe2f7	;
0xf836	0xe2f8	;
0xf837	0xe2f9	;
0xf838	0xe2fa	;
0xf839	0xe2fb	;
0xf83a	0xe2fc	;
0xf83b	0xe2fd	;
0xf83e	0x445c	;
0xf83f	0x46a8	;
0xf840	0x46a9	;
0xf841	0x46aa	;
0xf842	0x46ab	;
0xfa0c	0x694b	;Cjk Compatibility Ideograph
0xfa0d	0x7aa4	;Cjk Compatibility Ideograph
0xfe30	0x4741	;Presentation Form For Vertical Two Dot Leader
0xfe31	0x46a7	;Presentation Form For Vertical Em Dash
0xfe32	0x4749	;Presentation Form For Vertical En Dash
0xfe33	0x46b6	;Presentation Form For Vertical Low Line
0xfe34	0x46bc	;Presentation Form For Vertical Wavy Low Line
0xfe35	0x46ac	;Presentation Form For Vertical Left Parenthesis
0xfe36	0x46ad	;Presentation Form For Vertical Right Parenthesis
0xfe37	0x46ae	;Presentation Form For Vertical Left Curly Bracket
0xfe38	0x46af	;Presentation Form For Vertical Right Curly Bracket
0xfe39	0x46b0	;Presentation Form For Vertical Left Tortoise Shell Bracket
0xfe3a	0x46b1	;Presentation Form For Vertical Right Tortoise Shell Bracket
0xfe3b	0x46a4	;Presentation Form For Vertical Left Black Lenticular Bracket
0xfe3c	0x46a5	;Presentation Form For Vertical Right Black Lenticular Bracket
0xfe3d	0x46b2	;Presentation Form For Vertical Left Double Angle Bracket
0xfe3e	0x46b3	;Presentation Form For Vertical Right Double Angle Bracket
0xfe3f	0x46b4	;Presentation Form For Vertical Left Angle Bracket
0xfe40	0x46b5	;Presentation Form For Vertical Right Angle Bracket
0xfe41	0x46a0	;Presentation Form For Vertical Left Corner Bracket
0xfe42	0x46a1	;Presentation Form For Vertical Right Corner Bracket
0xfe43	0x46a2	;Presentation Form For Vertical Left White Corner Bracket
0xfe44	0x46a3	;Presentation Form For Vertical Right White Corner Bracket
0xfe49	0x46be	;Dashed Overline
0xfe4a	0x46bf	;Centreline Overline
0xfe4b	0x46c2	;Wavy Overline
0xfe4c	0x46c3	;Double Wavy Overline
0xfe4d	0x46c0	;Dashed Low Line
0xfe4e	0x46c1	;Centreline Low Line
0xfe4f	0x46bd	;Wavy Low Line
0xfe50	0x4742	;Small Comma
0xfe51	0x4743	;Small Ideographic Comma
0xfe52	0x4744	;Small Full Stop
0xfe54	0x4745	;Small Semicolon
0xfe55	0x4746	;Small Colon
0xfe56	0x4747	;Small Question Mark
0xfe57	0x4748	;Small Exclamation Mark
0xfe58	0x474a	;Small Em Dash
0xfe59	0x474b	;Small Left Parenthesis
0xfe5a	0x474c	;Small Right Parenthesis
0xfe5b	0x474d	;Small Left Curly Bracket
0xfe5c	0x474e	;Small Right Curly Bracket
0xfe5d	0x474f	;Small Left Tortoise Shell Bracket
0xfe5e	0x4750	;Small Right Tortoise Shell Bracket
0xfe5f	0x4753	;Small Number Sign
0xfe60	0x4754	;Small Ampersand
0xfe61	0x46c4	;Small Asterisk
0xfe62	0x4755	;Small Plus Sign
0xfe63	0x4756	;Small Hyphen-Minus
0xfe64	0x4757	;Small Less-Than Sign
0xfe65	0x4758	;Small Greater-Than Sign
0xfe66	0x4759	;Small Equals Sign
0xfe68	0x475a	;Small Reverse Solidus
0xfe69	0x475b	;Small Dollar Sign
0xfe6a	0x475c	;Small Percent Sign
0xfe6b	0x475d	;Small Commercial At
0xff01	0x425a	;Fullwidth Exclamation Mark
0xff02	0x427f	;Fullwidth Quotation Mark
0xff03	0x427b	;Fullwidth Number Sign
0xff04	0x42e0	;Fullwidth Dollar Sign
0xff05	0x426c	;Fullwidth Percent Sign
0xff06	0x4250	;Fullwidth Ampersand
0xff07	0x427d	;Fullwidth Apostrophe
0xff08	0x424d	;Fullwidth Left Parenthesis
0xff09	0x425d	;Fullwidth Right Parenthesis
0xff0a	0x46b8	;Fullwidth Asterisk
0xff0b	0x424e	;Fullwidth Plus Sign
0xff0c	0x426b	;Fullwidth Comma
0xff0d	0x4260	;Fullwidth Hyphen-Minus
0xff0e	0x424b	;Fullwidth Full Stop
0xff0f	0x4261	;Fullwidth Solidus
0xff10	0x42f0	;Fullwidth Digit Zero
0xff11	0x42f1	;Fullwidth Digit One
0xff12	0x42f2	;Fullwidth Digit Two
0xff13	0x42f3	;Fullwidth Digit Three
0xff14	0x42f4	;Fullwidth Digit Four
0xff15	0x42f5	;Fullwidth Digit Five
0xff16	0x42f6	;Fullwidth Digit Six
0xff17	0x42f7	;Fullwidth Digit Seven
0xff18	0x42f8	;Fullwidth Digit Eight
0xff19	0x42f9	;Fullwidth Digit Nine
0xff1a	0x427a	;Fullwidth Colon
0xff1b	0x425e	;Fullwidth Semicolon
0xff1c	0x424c	;Fullwidth Less-Than Sign
0xff1d	0x427e	;Fullwidth Equals Sign
0xff1e	0x426e	;Fullwidth Greater-Than Sign
0xff1f	0x426f	;Fullwidth Question Mark
0xff20	0x427c	;Fullwidth Commercial At
0xff21	0x42c1	;Fullwidth Latin Capital Letter A
0xff22	0x42c2	;Fullwidth Latin Capital Letter B
0xff23	0x42c3	;Fullwidth Latin Capital Letter C
0xff24	0x42c4	;Fullwidth Latin Capital Letter D
0xff25	0x42c5	;Fullwidth Latin Capital Letter E
0xff26	0x42c6	;Fullwidth Latin Capital Letter F
0xff27	0x42c7	;Fullwidth Latin Capital Letter G
0xff28	0x42c8	;Fullwidth Latin Capital Letter H
0xff29	0x42c9	;Fullwidth Latin Capital Letter I
0xff2a	0x42d1	;Fullwidth Latin Capital Letter J
0xff2b	0x42d2	;Fullwidth Latin Capital Letter K
0xff2c	0x42d3	;Fullwidth Latin Capital Letter L
0xff2d	0x42d4	;Fullwidth Latin Capital Letter M
0xff2e	0x42d5	;Fullwidth Latin Capital Letter N
0xff2f	0x42d6	;Fullwidth Latin Capital Letter O
0xff30	0x42d7	;Fullwidth Latin Capital Letter P
0xff31	0x42d8	;Fullwidth Latin Capital Letter Q
0xff32	0x42d9	;Fullwidth Latin Capital Letter R
0xff33	0x42e2	;Fullwidth Latin Capital Letter S
0xff34	0x42e3	;Fullwidth Latin Capital Letter T
0xff35	0x42e4	;Fullwidth Latin Capital Letter U
0xff36	0x42e5	;Fullwidth Latin Capital Letter V
0xff37	0x42e6	;Fullwidth Latin Capital Letter W
0xff38	0x42e7	;Fullwidth Latin Capital Letter X
0xff39	0x42e8	;Fullwidth Latin Capital Letter Y
0xff3a	0x42e9	;Fullwidth Latin Capital Letter Z
0xff3b	0x4444	;Fullwidth Left Square Bracket
0xff3c	0x43e0	;Fullwidth Reverse Solidus
0xff3d	0x4445	;Fullwidth Right Square Bracket
0xff3e	0x4470	;Fullwidth Circumflex Accent
0xff3f	0x426d	;Fullwidth Low Line
0xff40	0x3f79	;Fullwidth Grave Accent
0xff41	0x4281	;Fullwidth Latin Small Letter A
0xff42	0x4282	;Fullwidth Latin Small Letter B
0xff43	0x4283	;Fullwidth Latin Small Letter C
0xff44	0x4284	;Fullwidth Latin Small Letter D
0xff45	0x4285	;Fullwidth Latin Small Letter E
0xff46	0x4286	;Fullwidth Latin Small Letter F
0xff47	0x4287	;Fullwidth Latin Small Letter G
0xff48	0x4288	;Fullwidth Latin Small Letter H
0xff49	0x4289	;Fullwidth Latin Small Letter I
0xff4a	0x4291	;Fullwidth Latin Small Letter J
0xff4b	0x4292	;Fullwidth Latin Small Letter K
0xff4c	0x4293	;Fullwidth Latin Small Letter L
0xff4d	0x4294	;Fullwidth Latin Small Letter M
0xff4e	0x4295	;Fullwidth Latin Small Letter N
0xff4f	0x4296	;Fullwidth Latin Small Letter O
0xff50	0x4297	;Fullwidth Latin Small Letter P
0xff51	0x4298	;Fullwidth Latin Small Letter Q
0xff52	0x4299	;Fullwidth Latin Small Letter R
0xff53	0x42a2	;Fullwidth Latin Small Letter S
0xff54	0x42a3	;Fullwidth Latin Small Letter T
0xff55	0x42a4	;Fullwidth Latin Small Letter U
0xff56	0x42a5	;Fullwidth Latin Small Letter V
0xff57	0x42a6	;Fullwidth Latin Small Letter W
0xff58	0x42a7	;Fullwidth Latin Small Letter X
0xff59	0x42a8	;Fullwidth Latin Small Letter Y
0xff5a	0x42a9	;Fullwidth Latin Small Letter Z
0xff5b	0x42c0	;Fullwidth Left Curly Bracket
0xff5c	0x424f	;Fullwidth Vertical Line
0xff5d	0x42d0	;Fullwidth Right Curly Bracket
0xff5e	0x3fa1	;Fullwidth Tilde
0xffe0	0x434a	;Fullwidth Cent Sign
0xffe1	0x424a	;Fullwidth Pound Sign
0xffe2	0x425f	;Fullwidth Not Sign
0xffe3	0x4751	;Fullwidth Macron
0xffe4	0x426a	;Fullwidth Broken Bar
0xffe5	0x425b	;Fullwidth Yen Sign

ENDCODEPAGE


=== C:/Users/treeman/Desktop/windows nt source code\Source\Win2K3\NT\base\win32\winnls\data\dlls\nls\20949.txt ===
CODEPAGE 20949          ; Korean Wansung

CPINFO 2 0x3f 0x003f    ; DBCS CP, Default Char = Question Mark

MBTABLE	166

0x00	0x0000	;Null
0x01	0x0001	;Start Of Heading
0x02	0x0002	;Start Of Text
0x03	0x0003	;End Of Text
0x04	0x0004	;End Of Transmission
0x05	0x0005	;Enquiry
0x06	0x0006	;Acknowledge
0x07	0x0007	;Bell
0x08	0x0008	;Backspace
0x09	0x0009	;Horizontal Tabulation
0x0a	0x000a	;Line Feed
0x0b	0x000b	;Vertical Tabulation
0x0c	0x000c	;Form Feed
0x0d	0x000d	;Carriage Return
0x0e	0x000e	;Shift Out
0x0f	0x000f	;Shift In
0x10	0x0010	;Data Link Escape
0x11	0x0011	;Device Control One
0x12	0x0012	;Device Control Two
0x13	0x0013	;Device Control Three
0x14	0x0014	;Device Control Four
0x15	0x0015	;Negative Acknowledge
0x16	0x0016	;Synchronous Idle
0x17	0x0017	;End Of Transmission Block
0x18	0x0018	;Cancel
0x19	0x0019	;End Of Medium
0x1a	0x001a	;Substitute
0x1b	0x001b	;Escape
0x1c	0x001c	;File Separator
0x1d	0x001d	;Group Separator
0x1e	0x001e	;Record Separator
0x1f	0x001f	;Unit Separator
0x20	0x0020	;Space
0x21	0x0021	;Exclamation Mark
0x22	0x0022	;Quotation Mark
0x23	0x0023	;Number Sign
0x24	0x0024	;Dollar Sign
0x25	0x0025	;Percent Sign
0x26	0x0026	;Ampersand
0x27	0x0027	;Apostrophe-Quote
0x28	0x0028	;Opening Parenthesis
0x29	0x0029	;Closing Parenthesis
0x2a	0x002a	;Asterisk
0x2b	0x002b	;Plus Sign
0x2c	0x002c	;Comma
0x2d	0x002d	;Hyphen-Minus
0x2e	0x002e	;Period
0x2f	0x002f	;Slash
0x30	0x0030	;Digit Zero
0x31	0x0031	;Digit One
0x32	0x0032	;Digit Two
0x33	0x0033	;Digit Three
0x34	0x0034	;Digit Four
0x35	0x0035	;Digit Five
0x36	0x0036	;Digit Six
0x37	0x0037	;Digit Seven
0x38	0x0038	;Digit Eight
0x39	0x0039	;Digit Nine
0x3a	0x003a	;Colon
0x3b	0x003b	;Semicolon
0x3c	0x003c	;Less-Than Sign
0x3d	0x003d	;Equals Sign
0x3e	0x003e	;Greater-Than Sign
0x3f	0x003f	;Question Mark
0x40	0x0040	;Commercial At
0x41	0x0041	;Capital A
0x42	0x0042	;Capital B
0x43	0x0043	;Capital C
0x44	0x0044	;Capital D
0x45	0x0045	;Capital E
0x46	0x0046	;Capital F
0x47	0x0047	;Capital G
0x48	0x0048	;Capital H
0x49	0x0049	;Capital I
0x4a	0x004a	;Capital J
0x4b	0x004b	;Capital K
0x4c	0x004c	;Capital L
0x4d	0x004d	;Capital M
0x4e	0x004e	;Capital N
0x4f	0x004f	;Capital O
0x50	0x0050	;Capital P
0x51	0x0051	;Capital Q
0x52	0x0052	;Capital R
0x53	0x0053	;Capital S
0x54	0x0054	;Capital T
0x55	0x0055	;Capital U
0x56	0x0056	;Capital V
0x57	0x0057	;Capital W
0x58	0x0058	;Capital X
0x59	0x0059	;Capital Y
0x5a	0x005a	;Capital Z
0x5b	0x005b	;Opening Square Bracket
0x5c	0x005c	;Won Sign
0x5d	0x005d	;Closing Square Bracket
0x5e	0x005e	;Spacing Circumflex
0x5f	0x005f	;Spacing Underscore
0x60	0x0060	;Spacing Grave
0x61	0x0061	;Small A
0x62	0x0062	;Small B
0x63	0x0063	;Small C
0x64	0x0064	;Small D
0x65	0x0065	;Small E
0x66	0x0066	;Small F
0x67	0x0067	;Small G
0x68	0x0068	;Small H
0x69	0x0069	;Small I
0x6a	0x006a	;Small J
0x6b	0x006b	;Small K
0x6c	0x006c	;Small L
0x6d	0x006d	;Small M
0x6e	0x006e	;Small N
0x6f	0x006f	;Small O
0x70	0x0070	;Small P
0x71	0x0071	;Small Q
0x72	0x0072	;Small R
0x73	0x0073	;Small S
0x74	0x0074	;Small T
0x75	0x0075	;Small U
0x76	0x0076	;Small V
0x77	0x0077	;Small W
0x78	0x0078	;Small X
0x79	0x0079	;Small Y
0x7a	0x007a	;Small Z
0x7b	0x007b	;Opening Curly Bracket
0x7c	0x007c	;Vertical Bar
0x7d	0x007d	;Closing Curly Bracket
0x7e	0x007e	;Tilde
0x7f	0x007f	;Delete
0x80	0x0080	;Undefined -> Control
0x81	0x0081	;Undefined -> Control
0x82	0x0082	;Undefined -> Control
0x83	0x0083	;Undefined -> Control
0x84	0x0084	;Undefined -> Control
0x85	0x0085	;Undefined -> Control
0x86	0x0086	;Undefined -> Control
0x87	0x0087	;Undefined -> Control
0x88	0x0088	;Undefined -> Control
0x89	0x0089	;Undefined -> Control
0x8a	0x008a	;Undefined -> Control
0x8b	0x008b	;Undefined -> Control
0x8c	0x008c	;Undefined -> Control
0x8d	0x008d	;Undefined -> Control
0x8e	0x008e	;Undefined -> Control
0x8f	0x008f	;Undefined -> Control
0x90	0x0090	;Undefined -> Control
0x91	0x0091	;Undefined -> Control
0x92	0x0092	;Undefined -> Control
0x93	0x0093	;Undefined -> Control
0x94	0x0094	;Undefined -> Control
0x95	0x0095	;Undefined -> Control
0x96	0x0096	;Undefined -> Control
0x97	0x0097	;Undefined -> Control
0x98	0x0098	;Undefined -> Control
0x99	0x0099	;Undefined -> Control
0x9a	0x009a	;Undefined -> Control
0x9b	0x009b	;Undefined -> Control
0x9c	0x009c	;Undefined -> Control
0x9d	0x009d	;Undefined -> Control
0x9e	0x009e	;Undefined -> Control
0x9f	0x009f	;Undefined -> Control
0xa0	0xf8e6	;Undefined -> EUDC
0xad	0xf8e7	;Undefined -> EUDC
0xae	0xf8e8	;Undefined -> EUDC
0xaf	0xf8e9	;Undefined -> EUDC
0xfe	0xf8ea	;Undefined -> EUDC
0xff	0xf8eb	;Undefined -> EUDC


DBCSRANGE  3            ;Lead Byte Ranges: 0xa1-0xac 0xb0-0xc8 0xca-0xfd

0xa1  0xac              ;Lead Byte Range


DBCSTABLE 94            ;LeadByte = 0xa1

0xa1	0x3000	; Ideographic Space
0xa2	0x3001	; Ideographic Comma
0xa3	0x3002	; Ideographic Period
0xa4	0x00b7	; Middle Dot
0xa5	0x2025	; Two Dot Leader
0xa6	0x2026	; Horizontal Ellipsis
0xa7	0x00a8	; Spacing Diaeresis
0xa8	0x3003	; Ditto Mark
0xa9	0x00ad	; Soft Hyphen (>u2010)
0xaa	0x2015	; Quotation Dash
0xab	0x2225	; Parallel To
0xac	0xff3c	; Fullwidth Backslash
0xad	0x223c	; Tilde Operator
0xae	0x2018	; Single Turned Comma Quotation Mark
0xaf	0x2019	; Single Comma Quotation Mark
0xb0	0x201c	; Double Turned Comma Quotation Mark
0xb1	0x201d	; Double Comma Quotation Mark
0xb2	0x3014	; Opening Tortoise Shell Bracket
0xb3	0x3015	; Closing Tortoise Shell Bracket
0xb4	0x3008	; Opening Angle Bracket
0xb5	0x3009	; Closing Angle Bracket
0xb6	0x300a	; Opening Double Angle Bracket
0xb7	0x300b	; Closing Double Angle Bracket
0xb8	0x300c	; Opening Corner Bracket
0xb9	0x300d	; Closing Corner Bracket
0xba	0x300e	; Opening White Corner Bracket
0xbb	0x300f	; Closing White Corner Bracket
0xbc	0x3010	; Opening Black Lenticular Bracket
0xbd	0x3011	; Closing Black Lenticular Bracket
0xbe	0x00b1	; Plus-Or-Minus Sign
0xbf	0x00d7	; Multiplication Sign
0xc0	0x00f7	; Division Sign
0xc1	0x2260	; Not Equal To
0xc2	0x2264	; Less Than Or Equal To
0xc3	0x2265	; Greater Than Or Equal To
0xc4	0x221e	; Infinity
0xc5	0x2234	; Therefore
0xc6	0x00b0	; Degree Sign
0xc7	0x2032	; Prime
0xc8	0x2033	; Double Prime
0xc9	0x2103	; Degrees Centigrade
0xca	0x212b	; Angstrom Unit
0xcb	0xffe0	; Fullwidth Cent Sign
0xcc	0xffe1	; Fullwidth Pound Sign
0xcd	0xffe5	; Fullwidth Yen Sign
0xce	0x2642	; Male Sign
0xcf	0x2640	; Female Sign
0xd0	0x2220	; Angle
0xd1	0x22a5	; Up Tack
0xd2	0x2312	; Arc
0xd3	0x2202	; Partial Differential
0xd4	0x2207	; Nabla
0xd5	0x2261	; Identical To
0xd6	0x2252	; Approximately Equal To Or The Image Of
0xd7	0x00a7	; Section Sign
0xd8	0x203b	; Reference Mark
0xd9	0x2606	; White Star
0xda	0x2605	; Black Star
0xdb	0x25cb	; White Circle
0xdc	0x25cf	; Black Circle
0xdd	0x25ce	; Bullseye
0xde	0x25c7	; White Diamond
0xdf	0x25c6	; Black Diamond
0xe0	0x25a1	; White Square
0xe1	0x25a0	; Black Square
0xe2	0x25b3	; White Up Pointing Triangle
0xe3	0x25b2	; Black Up Pointing Triangle
0xe4	0x25bd	; White Down Pointing Triangle
0xe5	0x25bc	; Black Down Pointing Triangle
0xe6	0x2192	; Right Arrow
0xe7	0x2190	; Left Arrow
0xe8	0x2191	; Up Arrow
0xe9	0x2193	; Down Arrow
0xea	0x2194	; Left Right Arrow
0xeb	0x3013	; Geta Mark
0xec	0x226a	; Much Less Than
0xed	0x226b	; Much Greater Than
0xee	0x221a	; Square Root
0xef	0x223d	; Reversed Tilde
0xf0	0x221d	; Proportional To
0xf1	0x2235	; Because
0xf2	0x222b	; Integral
0xf3	0x222c	; Double Integral
0xf4	0x2208	; Element Of
0xf5	0x220b	; Contains As Member
0xf6	0x2286	; Subset Of Or Equal To
0xf7	0x2287	; Superset Of Or Equal To
0xf8	0x2282	; Subset Of
0xf9	0x2283	; Superset Of
0xfa	0x222a	; Union
0xfb	0x2229	; Intersection
0xfc	0x2227	; Logical And
0xfd	0x2228	; Logical Or
0xfe	0xffe2	; Fullwidth Not Sign

DBCSTABLE 71            ;LeadByte = 0xa2

0xa1	0x21d2	; Right Double Arrow
0xa2	0x21d4	; Left Right Double Arrow
0xa3	0x2200	; For All
0xa4	0x2203	; There Exists
0xa5	0x00b4	; Spacing Acute
0xa6	0xff5e	; Fullwidth Spacing Tilde
0xa7	0x02c7	; Modifier Hacek
0xa8	0x02d8	; Spacing Breve
0xa9	0x02dd	; Spacing Double Acute
0xaa	0x02da	; Spacing Ring Above
0xab	0x02d9	; Spacing Dot Above
0xac	0x00b8	; Spacing Cedilla
0xad	0x02db	; Spacing Ogonek
0xae	0x00a1	; Inverted Exclamation Mark
0xaf	0x00bf	; Inverted Question Mark
0xb0	0x02d0	; Modifier Triangular Colon
0xb1	0x222e	; Contour Integral
0xb2	0x2211	; N-Ary Summation
0xb3	0x220f	; N-Ary Product
0xb4	0x00a4	; Currency Sign
0xb5	0x2109	; Degrees Fahrenheit
0xb6	0x2030	; Per Mille Sign
0xb7	0x25c1	; White Left Pointing Triangle
0xb8	0x25c0	; Black Left Pointing Triangle
0xb9	0x25b7	; White Right Pointing Triangle
0xba	0x25b6	; Black Right Pointing Triangle
0xbb	0x2664	; White Spade Suit
0xbc	0x2660	; Black Spade Suit
0xbd	0x2661	; White Heart Suit
0xbe	0x2665	; Black Heart Suit
0xbf	0x2667	; White Club Suit
0xc0	0x2663	; Black Club Suit
0xc1	0x2299	; Circled Dot Operator
0xc2	0x25c8	; White Diamond Containing Black Small Diamond
0xc3	0x25a3	; White Square Containing Black Small Square
0xc4	0x25d0	; Circle With Left Half Black
0xc5	0x25d1	; Circle With Right Half Black
0xc6	0x2592	; Medium Shade
0xc7	0x25a4	; Square With Horizontal Fill
0xc8	0x25a5	; Square With Vertical Fill
0xc9	0x25a8	; Square With Upper Right To Lower Left Fill
0xca	0x25a7	; Square With Upper Left To Lower Right Fill
0xcb	0x25a6	; Square With Orthogonal Crosshatch Fill
0xcc	0x25a9	; Square With Diagonal Crosshatch Fill
0xcd	0x2668	; Hot Springs
0xce	0x260f	; White Telephone
0xcf	0x260e	; Black Telephone
0xd0	0x261c	; White Left Pointing Index
0xd1	0x261e	; White Right Pointing Index
0xd2	0x00b6	; Paragraph Sign
0xd3	0x2020	; Dagger
0xd4	0x2021	; Double Dagger
0xd5	0x2195	; Up Down Arrow
0xd6	0x2197	; Upper Right Arrow
0xd7	0x2199	; Lower Left Arrow
0xd8	0x2196	; Upper Left Arrow
0xd9	0x2198	; Lower Right Arrow
0xda	0x266d	; Flat
0xdb	0x2669	; Quarter Note
0xdc	0x266a	; Eighth Note
0xdd	0x266c	; Barred Sixteenth Notes
0xde	0x327f	; Korean Standard Symbol
0xdf	0x321c	; Parenthesized Hangul Ju
0xe0	0x2116	; Numero
0xe1	0x33c7	; Squared Co
0xe2	0x2122	; Trademark
0xe3	0x33c2	; Squared Am
0xe4	0x33d8	; Squared Pm
0xe5	0x2121	; T E L Symbol
0xe6	0x20ac	; Euro Sign
0xe7	0x00ae	; Registered Sign

DBCSTABLE 94            ;LeadByte = 0xa3

0xa1	0xff01	; Fullwidth Exclamation Mark
0xa2	0xff02	; Fullwidth Quotation Mark
0xa3	0xff03	; Fullwidth Number Sign
0xa4	0xff04	; Fullwidth Dollar Sign
0xa5	0xff05	; Fullwidth Percent Sign
0xa6	0xff06	; Fullwidth Ampersand
0xa7	0xff07	; Fullwidth Apostrophe
0xa8	0xff08	; Fullwidth Opening Parenthesis
0xa9	0xff09	; Fullwidth Closing Parenthesis
0xaa	0xff0a	; Fullwidth Asterisk
0xab	0xff0b	; Fullwidth Plus Sign
0xac	0xff0c	; Fullwidth Comma
0xad	0xff0d	; Fullwidth Hyphen-Minus
0xae	0xff0e	; Fullwidth Period
0xaf	0xff0f	; Fullwidth Slash
0xb0	0xff10	; Fullwidth Digit Zero
0xb1	0xff11	; Fullwidth Digit One
0xb2	0xff12	; Fullwidth Digit Two
0xb3	0xff13	; Fullwidth Digit Three
0xb4	0xff14	; Fullwidth Digit Four
0xb5	0xff15	; Fullwidth Digit Five
0xb6	0xff16	; Fullwidth Digit Six
0xb7	0xff17	; Fullwidth Digit Seven
0xb8	0xff18	; Fullwidth Digit Eight
0xb9	0xff19	; Fullwidth Digit Nine
0xba	0xff1a	; Fullwidth Colon
0xbb	0xff1b	; Fullwidth Semicolon
0xbc	0xff1c	; Fullwidth Less-Than Sign
0xbd	0xff1d	; Fullwidth Equals Sign
0xbe	0xff1e	; Fullwidth Greater-Than Sign
0xbf	0xff1f	; Fullwidth Question Mark
0xc0	0xff20	; Fullwidth Commercial At
0xc1	0xff21	; Fullwidth Capital A
0xc2	0xff22	; Fullwidth Capital B
0xc3	0xff23	; Fullwidth Capital C
0xc4	0xff24	; Fullwidth Capital D
0xc5	0xff25	; Fullwidth Capital E
0xc6	0xff26	; Fullwidth Capital F
0xc7	0xff27	; Fullwidth Capital G
0xc8	0xff28	; Fullwidth Capital H
0xc9	0xff29	; Fullwidth Capital I
0xca	0xff2a	; Fullwidth Capital J
0xcb	0xff2b	; Fullwidth Capital K
0xcc	0xff2c	; Fullwidth Capital L
0xcd	0xff2d	; Fullwidth Capital M
0xce	0xff2e	; Fullwidth Capital N
0xcf	0xff2f	; Fullwidth Capital O
0xd0	0xff30	; Fullwidth Capital P
0xd1	0xff31	; Fullwidth Capital Q
0xd2	0xff32	; Fullwidth Capital R
0xd3	0xff33	; Fullwidth Capital S
0xd4	0xff34	; Fullwidth Capital T
0xd5	0xff35	; Fullwidth Capital U
0xd6	0xff36	; Fullwidth Capital V
0xd7	0xff37	; Fullwidth Capital W
0xd8	0xff38	; Fullwidth Capital X
0xd9	0xff39	; Fullwidth Capital Y
0xda	0xff3a	; Fullwidth Capital Z
0xdb	0xff3b	; Fullwidth Opening Square Bracket
0xdc	0xffe6	; Fullwidth Won Sign
0xdd	0xff3d	; Fullwidth Closing Square Bracket
0xde	0xff3e	; Fullwidth Spacing Circumflex
0xdf	0xff3f	; Fullwidth Spacing Underscore
0xe0	0xff40	; Fullwidth Spacing Grave
0xe1	0xff41	; Fullwidth Small A
0xe2	0xff42	; Fullwidth Small B
0xe3	0xff43	; Fullwidth Small C
0xe4	0xff44	; Fullwidth Small D
0xe5	0xff45	; Fullwidth Small E
0xe6	0xff46	; Fullwidth Small F
0xe7	0xff47	; Fullwidth Small G
0xe8	0xff48	; Fullwidth Small H
0xe9	0xff49	; Fullwidth Small I
0xea	0xff4a	; Fullwidth Small J
0xeb	0xff4b	; Fullwidth Small K
0xec	0xff4c	; Fullwidth Small L
0xed	0xff4d	; Fullwidth Small M
0xee	0xff4e	; Fullwidth Small N
0xef	0xff4f	; Fullwidth Small O
0xf0	0xff50	; Fullwidth Small P
0xf1	0xff51	; Fullwidth Small Q
0xf2	0xff52	; Fullwidth Small R
0xf3	0xff53	; Fullwidth Small S
0xf4	0xff54	; Fullwidth Small T
0xf5	0xff55	; Fullwidth Small U
0xf6	0xff56	; Fullwidth Small V
0xf7	0xff57	; Fullwidth Small W
0xf8	0xff58	; Fullwidth Small X
0xf9	0xff59	; Fullwidth Small Y
0xfa	0xff5a	; Fullwidth Small Z
0xfb	0xff5b	; Fullwidth Opening Curly Bracket
0xfc	0xff5c	; Fullwidth Vertical Bar
0xfd	0xff5d	; Fullwidth Closing Curly Bracket
0xfe	0xffe3	; Fullwidth Spacing Macron

DBCSTABLE 94            ;LeadByte = 0xa4

0xa1	0x3131	; Hangul Giyeog
0xa2	0x3132	; Hangul Ssang Giyeog
0xa3	0x3133	; Hangul Giyeog Sios
0xa4	0x3134	; Hangul Nieun
0xa5	0x3135	; Hangul Nieun Jieuj
0xa6	0x3136	; Hangul Nieun Hieuh
0xa7	0x3137	; Hangul Digeud
0xa8	0x3138	; Hangul Ssang Digeud
0xa9	0x3139	; Hangul Lieul
0xaa	0x313a	; Hangul Lieul Giyeog
0xab	0x313b	; Hangul Lieul Mieum
0xac	0x313c	; Hangul Lieul Bieub
0xad	0x313d	; Hangul Lieul Sios
0xae	0x313e	; Hangul Lieul Tieut
0xaf	0x313f	; Hangul Lieul Pieup
0xb0	0x3140	; Hangul Lieul Hieuh
0xb1	0x3141	; Hangul Mieum
0xb2	0x3142	; Hangul Bieub
0xb3	0x3143	; Hangul Ssang Bieub
0xb4	0x3144	; Hangul Bieub Sios
0xb5	0x3145	; Hangul Sios
0xb6	0x3146	; Hangul Ssang Sios
0xb7	0x3147	; Hangul Ieung
0xb8	0x3148	; Hangul Jieuj
0xb9	0x3149	; Hangul Ssang Jieuj
0xba	0x314a	; Hangul Cieuc
0xbb	0x314b	; Hangul Kiyeok
0xbc	0x314c	; Hangul Tieut
0xbd	0x314d	; Hangul Pieup
0xbe	0x314e	; Hangul Hieuh
0xbf	0x314f	; Hangul A
0xc0	0x3150	; Hangul Ae
0xc1	0x3151	; Hangul Ya
0xc2	0x3152	; Hangul Yae
0xc3	0x3153	; Hangul Eo
0xc4	0x3154	; Hangul E
0xc5	0x3155	; Hangul Yeo
0xc6	0x3156	; Hangul Ye
0xc7	0x3157	; Hangul O
0xc8	0x3158	; Hangul Wa
0xc9	0x3159	; Hangul Wae
0xca	0x315a	; Hangul Oe
